delay_id,shipment_id,duration_hours,reason,date
DLY-5891,SHP-1030,6.9,Traffic,2026-05-24
DLY-5892,SHP-1314,17.8,Vehicle Breakdown,2026-05-27
DLY-5893,SHP-1001,12.2,Traffic,2026-07-21
DLY-5894,SHP-1289,31.2,Port Congestion,2026-07-21
DLY-5895,SHP-1445,52.6,Weather,2026-07-20
DLY-5896,SHP-1357,38.3,Traffic,2026-07-03
DLY-5897,SHP-1426,23.1,Traffic,2026-08-07
DLY-5898,SHP-1418,45.4,Port Congestion,2026-07-11
DLY-5899,SHP-1081,67.0,Weather,2026-05-15
DLY-5900,SHP-1395,24.1,Traffic,2026-06-27
DLY-5901,SHP-1017,11.8,Port Congestion,2026-05-27
DLY-5902,SHP-1346,52.8,Port Congestion,2026-06-22
DLY-5903,SHP-1193,24.6,Customs,2026-07-01
DLY-5904,SHP-1256,26.2,Port Congestion,2026-05-23
DLY-5905,SHP-1436,13.5,Vehicle Breakdown,2026-08-09
DLY-5906,SHP-1151,21.1,Vehicle Breakdown,2026-07-24
DLY-5907,SHP-1416,10.4,Traffic,2026-07-17
DLY-5908,SHP-1307,58.7,Vehicle Breakdown,2026-07-15
DLY-5909,SHP-1416,22.3,Port Congestion,2026-07-31
DLY-5910,SHP-1171,5.4,Customs,2026-08-03
DLY-5911,SHP-1145,22.5,Customs,2026-07-14
DLY-5912,SHP-1058,48.6,Weather,2026-07-12
DLY-5913,SHP-1276,71.2,Customs,2026-06-09
DLY-5914,SHP-1145,12.4,Vehicle Breakdown,2026-05-30
DLY-5915,SHP-1128,69.3,Vehicle Breakdown,2026-06-28
DLY-5916,SHP-1404,53.7,Vehicle Breakdown,2026-06-22
DLY-5917,SHP-1019,32.7,Customs,2026-05-20
DLY-5918,SHP-1390,35.5,Port Congestion,2026-05-30
DLY-5919,SHP-1313,20.9,Weather,2026-05-15
DLY-5920,SHP-1338,67.1,Weather,2026-06-06
DLY-5921,SHP-1526,7.1,Customs,2026-05-16
DLY-5922,SHP-1231,26.2,Vehicle Breakdown,2026-06-25
DLY-5923,SHP-1105,18.4,Weather,2026-05-29
DLY-5924,SHP-1057,49.3,Vehicle Breakdown,2026-06-03
DLY-5925,SHP-1332,22.7,Weather,2026-08-03
DLY-5926,SHP-1455,17.3,Weather,2026-05-24
DLY-5927,SHP-1445,50.5,Port Congestion,2026-07-02
DLY-5928,SHP-1224,58.7,Vehicle Breakdown,2026-07-02
DLY-5929,SHP-1489,29.6,Vehicle Breakdown,2026-06-29
DLY-5930,SHP-1074,12.6,Weather,2026-06-21
DLY-5931,SHP-1206,3.7,Traffic,2026-07-11
DLY-5932,SHP-1060,49.2,Weather,2026-07-22
DLY-5933,SHP-1045,44.8,Weather,2026-07-20
DLY-5934,SHP-1411,71.1,Vehicle Breakdown,2026-06-07
DLY-5935,SHP-1230,21.1,Vehicle Breakdown,2026-06-10
DLY-5936,SHP-1461,54.0,Weather,2026-05-17
DLY-5937,SHP-1052,39.4,Port Congestion,2026-06-17
DLY-5938,SHP-1428,4.1,Vehicle Breakdown,2026-05-17
DLY-5939,SHP-1296,21.1,Vehicle Breakdown,2026-07-19
DLY-5940,SHP-1401,22.8,Weather,2026-08-08
DLY-5941,SHP-1001,1.4,Vehicle Breakdown,2026-07-25
DLY-5942,SHP-1029,40.1,Traffic,2026-06-30
DLY-5943,SHP-1243,9.4,Customs,2026-07-10
DLY-5944,SHP-1535,38.6,Traffic,2026-06-26
DLY-5945,SHP-1320,25.1,Traffic,2026-06-01
DLY-5946,SHP-1321,7.8,Vehicle Breakdown,2026-05-15
DLY-5947,SHP-1429,21.0,Traffic,2026-07-07
DLY-5948,SHP-1173,44.9,Weather,2026-06-18
DLY-5949,SHP-1036,25.3,Port Congestion,2026-06-03
DLY-5950,SHP-1455,41.8,Traffic,2026-06-20
DLY-5951,SHP-1472,55.5,Traffic,2026-05-21
DLY-5952,SHP-1267,10.9,Vehicle Breakdown,2026-07-05
DLY-5953,SHP-1374,45.9,Port Congestion,2026-06-06
DLY-5954,SHP-1226,53.2,Traffic,2026-05-14
DLY-5955,SHP-1512,48.7,Port Congestion,2026-07-23
DLY-5956,SHP-1431,21.9,Customs,2026-07-19
DLY-5957,SHP-1095,61.3,Vehicle Breakdown,2026-07-25
DLY-5958,SHP-1284,35.9,Traffic,2026-05-30
DLY-5959,SHP-1500,12.8,Traffic,2026-08-04
DLY-5960,SHP-1314,26.8,Customs,2026-07-06
DLY-5961,SHP-1397,18.3,Weather,2026-07-25
DLY-5962,SHP-1247,1.5,Vehicle Breakdown,2026-05-26
DLY-5963,SHP-1217,44.1,Weather,2026-06-28
DLY-5964,SHP-1112,24.4,Vehicle Breakdown,2026-07-20
DLY-5965,SHP-1059,58.1,Port Congestion,2026-07-06
DLY-5966,SHP-1363,26.6,Customs,2026-07-02
DLY-5967,SHP-1013,39.2,Traffic,2026-05-18
DLY-5968,SHP-1004,51.5,Traffic,2026-06-22
DLY-5969,SHP-1370,38.7,Traffic,2026-07-22
DLY-5970,SHP-1114,10.1,Traffic,2026-07-10
DLY-5971,SHP-1522,43.9,Vehicle Breakdown,2026-07-22
DLY-5972,SHP-1400,46.3,Traffic,2026-06-28
DLY-5973,SHP-1288,39.0,Port Congestion,2026-08-08
DLY-5974,SHP-1367,34.0,Customs,2026-07-24
DLY-5975,SHP-1522,32.8,Customs,2026-07-06
DLY-5976,SHP-1028,39.6,Traffic,2026-05-24
DLY-5977,SHP-1208,45.2,Weather,2026-05-31
DLY-5978,SHP-1336,7.3,Port Congestion,2026-06-04
DLY-5979,SHP-1153,13.8,Traffic,2026-05-30
DLY-5980,SHP-1067,56.8,Customs,2026-06-07
DLY-5981,SHP-1034,45.3,Vehicle Breakdown,2026-06-13
DLY-5982,SHP-1067,60.0,Weather,2026-07-03
DLY-5983,SHP-1463,39.9,Port Congestion,2026-07-13
DLY-5984,SHP-1491,54.5,Vehicle Breakdown,2026-08-07
DLY-5985,SHP-1280,35.0,Vehicle Breakdown,2026-07-05
DLY-5986,SHP-1186,53.6,Vehicle Breakdown,2026-07-02
DLY-5987,SHP-1233,60.5,Customs,2026-06-25
DLY-5988,SHP-1236,55.4,Customs,2026-06-11
DLY-5989,SHP-1231,57.0,Weather,2026-06-02
DLY-5990,SHP-1028,19.4,Weather,2026-06-13
DLY-5991,SHP-1506,49.2,Traffic,2026-07-30
DLY-5992,SHP-1081,37.0,Vehicle Breakdown,2026-05-17
DLY-5993,SHP-1017,54.2,Traffic,2026-07-08
DLY-5994,SHP-1168,37.1,Port Congestion,2026-05-27
DLY-5995,SHP-1521,52.8,Port Congestion,2026-06-10
DLY-5996,SHP-1109,33.5,Vehicle Breakdown,2026-07-31
DLY-5997,SHP-1447,51.4,Traffic,2026-07-10
DLY-5998,SHP-1208,5.5,Traffic,2026-05-30
DLY-5999,SHP-1500,2.9,Customs,2026-06-26
DLY-6000,SHP-1515,26.9,Vehicle Breakdown,2026-07-20
DLY-6001,SHP-1541,32.1,Port Congestion,2026-06-11
DLY-6002,SHP-1363,62.8,Port Congestion,2026-07-19
DLY-6003,SHP-1160,3.6,Weather,2026-08-07
DLY-6004,SHP-1374,54.8,Traffic,2026-06-09
DLY-6005,SHP-1361,2.3,Weather,2026-08-03
DLY-6006,SHP-1242,26.7,Vehicle Breakdown,2026-07-14
DLY-6007,SHP-1147,69.5,Port Congestion,2026-07-25
DLY-6008,SHP-1213,70.7,Vehicle Breakdown,2026-05-15
DLY-6009,SHP-1314,11.9,Customs,2026-07-20
DLY-6010,SHP-1037,69.0,Traffic,2026-05-17
DLY-6011,SHP-1184,35.7,Weather,2026-07-11
DLY-6012,SHP-1217,43.2,Traffic,2026-05-23
DLY-6013,SHP-1407,23.6,Customs,2026-06-15
DLY-6014,SHP-1484,71.0,Traffic,2026-06-30
DLY-6015,SHP-1412,63.6,Vehicle Breakdown,2026-05-14
DLY-6016,SHP-1369,6.5,Weather,2026-07-30
DLY-6017,SHP-1128,57.5,Traffic,2026-06-16
DLY-6018,SHP-1535,5.9,Traffic,2026-06-02
DLY-6019,SHP-1455,54.4,Traffic,2026-07-02
DLY-6020,SHP-1235,2.7,Traffic,2026-06-04
DLY-6021,SHP-1120,55.8,Traffic,2026-06-11
DLY-6022,SHP-1489,56.4,Port Congestion,2026-08-08
DLY-6023,SHP-1303,41.1,Customs,2026-05-27
DLY-6024,SHP-1334,46.0,Traffic,2026-07-09
DLY-6025,SHP-1220,19.4,Port Congestion,2026-07-18
DLY-6026,SHP-1394,48.5,Customs,2026-05-13
DLY-6027,SHP-1481,24.0,Traffic,2026-08-08
DLY-6028,SHP-1414,21.8,Weather,2026-06-06
DLY-6029,SHP-1509,20.0,Vehicle Breakdown,2026-06-19
DLY-6030,SHP-1301,44.9,Weather,2026-08-01
DLY-6031,SHP-1482,11.2,Port Congestion,2026-05-24
DLY-6032,SHP-1081,60.2,Vehicle Breakdown,2026-07-20
DLY-6033,SHP-1083,62.3,Traffic,2026-07-25
DLY-6034,SHP-1449,52.9,Weather,2026-06-30
DLY-6035,SHP-1482,28.2,Port Congestion,2026-06-06
DLY-6036,SHP-1393,46.8,Customs,2026-06-21
DLY-6037,SHP-1176,37.5,Port Congestion,2026-05-13
DLY-6038,SHP-1253,15.3,Weather,2026-05-28
DLY-6039,SHP-1141,60.3,Customs,2026-05-25
DLY-6040,SHP-1027,48.2,Vehicle Breakdown,2026-06-01
DLY-6041,SHP-1254,10.6,Weather,2026-06-26
DLY-6042,SHP-1531,44.6,Customs,2026-07-11
DLY-6043,SHP-1386,61.7,Vehicle Breakdown,2026-08-08
DLY-6044,SHP-1174,59.3,Vehicle Breakdown,2026-07-22
DLY-6045,SHP-1420,19.7,Weather,2026-07-29
DLY-6046,SHP-1035,66.5,Vehicle Breakdown,2026-07-26
DLY-6047,SHP-1339,44.8,Port Congestion,2026-06-18
DLY-6048,SHP-1170,51.2,Port Congestion,2026-07-29
DLY-6049,SHP-1355,34.3,Weather,2026-06-29
DLY-6050,SHP-1174,21.8,Traffic,2026-05-25
DLY-6051,SHP-1255,63.7,Weather,2026-06-13
DLY-6052,SHP-1031,70.1,Vehicle Breakdown,2026-07-18
DLY-6053,SHP-1424,27.6,Weather,2026-05-31
DLY-6054,SHP-1283,26.9,Traffic,2026-07-30
DLY-6055,SHP-1027,62.4,Customs,2026-05-21
DLY-6056,SHP-1005,60.1,Port Congestion,2026-08-10
DLY-6057,SHP-1370,23.5,Customs,2026-05-25
DLY-6058,SHP-1236,51.9,Port Congestion,2026-07-20
DLY-6059,SHP-1435,4.9,Port Congestion,2026-07-24
DLY-6060,SHP-1240,9.0,Port Congestion,2026-05-17
DLY-6061,SHP-1445,13.3,Vehicle Breakdown,2026-08-10
DLY-6062,SHP-1472,9.9,Weather,2026-08-04
DLY-6063,SHP-1420,25.6,Port Congestion,2026-07-14
DLY-6064,SHP-1269,44.2,Traffic,2026-06-21
DLY-6065,SHP-1403,21.1,Port Congestion,2026-06-24
DLY-6066,SHP-1258,60.7,Vehicle Breakdown,2026-06-15
DLY-6067,SHP-1102,17.9,Weather,2026-07-03
DLY-6068,SHP-1354,39.8,Customs,2026-07-17
DLY-6069,SHP-1391,41.3,Vehicle Breakdown,2026-07-16
DLY-6070,SHP-1500,26.6,Traffic,2026-08-03
DLY-6071,SHP-1014,23.9,Port Congestion,2026-06-26
DLY-6072,SHP-1198,22.3,Weather,2026-07-16
DLY-6073,SHP-1137,70.6,Port Congestion,2026-07-14
DLY-6074,SHP-1325,52.3,Traffic,2026-07-07
DLY-6075,SHP-1202,30.6,Customs,2026-06-15
DLY-6076,SHP-1389,64.5,Customs,2026-06-25
DLY-6077,SHP-1337,3.1,Traffic,2026-05-31
DLY-6078,SHP-1193,27.7,Weather,2026-07-17
DLY-6079,SHP-1235,37.1,Port Congestion,2026-08-08
DLY-6080,SHP-1412,30.8,Port Congestion,2026-05-28
DLY-6081,SHP-1421,55.2,Vehicle Breakdown,2026-08-09
DLY-6082,SHP-1415,9.3,Vehicle Breakdown,2026-05-13
DLY-6083,SHP-1260,68.7,Port Congestion,2026-07-25
DLY-6084,SHP-1466,19.6,Customs,2026-07-13
DLY-6085,SHP-1035,10.6,Traffic,2026-08-10
DLY-6086,SHP-1293,62.9,Traffic,2026-05-21
DLY-6087,SHP-1525,34.9,Traffic,2026-06-09
DLY-6088,SHP-1164,45.4,Weather,2026-08-08
DLY-6089,SHP-1125,3.1,Traffic,2026-07-16
DLY-6090,SHP-1011,29.2,Vehicle Breakdown,2026-06-08
DLY-6091,SHP-1329,6.5,Port Congestion,2026-06-10
DLY-6092,SHP-1155,3.4,Port Congestion,2026-07-17
DLY-6093,SHP-1160,58.2,Traffic,2026-07-29
DLY-6094,SHP-1102,68.5,Vehicle Breakdown,2026-06-14
DLY-6095,SHP-1069,8.1,Vehicle Breakdown,2026-06-28
DLY-6096,SHP-1182,68.7,Weather,2026-08-10
DLY-6097,SHP-1261,57.0,Port Congestion,2026-06-19
DLY-6098,SHP-1259,71.7,Traffic,2026-07-12
DLY-6099,SHP-1349,64.1,Weather,2026-07-31
